id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews_ltm,review_scores_rating,instant_bookable,reviews_per_month
16799795,10356250,90%,62%,f,2,Clairemont Mesa,32.83411,-117.17799,Private room,1,1 shared bath,1,1,58,2,4.78,f,0.64
17825849,32222156,100%,98%,t,1,Loma Portal,32.73332,-117.23867,Entire home/apt,3,1 bath,1,2,120,72,4.94,f,5.53
17848282,3541279,79%,33%,f,11,Old Town,32.75066,-117.17283,Entire home/apt,6,1 bath,2,3,141,9,4.72,f,2.01
17849011,1188065,100%,98%,t,5,Grant Hill,32.71038,-117.124,Entire home/apt,16,3 baths,4,12,1281,0,4.75,t,0.08
17864332,2833833,100%,99%,t,6,Pacific Beach,32.80569,-117.23932,Entire home/apt,4,1 bath,2,2,182,52,4.87,f,2.54
18139677,125050619,100%,99%,t,4,Linda Vista,32.78503,-117.17895,Entire home/apt,2,1 bath,1,1,160,106,4.83,t,6.01
18140752,5006567,100%,99%,t,1,Old Town,32.75643,-117.19226,Entire home/apt,3,1 bath,,2,135,92,4.93,t,5.14
18155734,49133979,100%,100%,f,1,Little Italy,32.7245,-117.16946,Entire home/apt,4,1 bath,1,1,99,8,4.86,t,0.68
16827050,111948371,67%,55%,f,1,La Jolla,32.84983,-117.25769,Entire home/apt,10,3.5 baths,4,4,1250,3,5,f,0.3
16831511,10022622,N/A,N/A,f,13,Midtown,32.74712,-117.16317,Entire home/apt,2,1 bath,,1,180,41,4.95,f,3.1
16832249,2044077,100%,100%,t,6,Midtown,32.74711,-117.16291,Entire home/apt,4,1 bath,1,2,206,45,4.97,f,3.24
16858646,31890311,100%,100%,t,1,Ocean Beach,32.75114,-117.25112,Entire home/apt,5,1 bath,1,3,168,94,4.91,t,7.41
18178840,552078,100%,100%,f,7,Pacific Beach,32.80031,-117.25306,Entire home/apt,8,2 baths,3,6,389,26,4.88,t,0.94
18185273,54507492,100%,99%,f,10,Park West,32.72765,-117.16608,Entire home/apt,4,1.5 baths,1,2,143,38,4.75,f,1.98
18193864,8705238,100%,98%,t,3,Kensington,32.76809,-117.09987,Entire home/apt,10,4 baths,5,5,791,0,4.83,f,0.11
17866536,75478652,100%,100%,t,2,Ocean Beach,32.74613,-117.24928,Entire home/apt,6,1 bath,1,3,215,50,4.77,t,3.06
17867277,35508161,100%,50%,f,2,Mission Bay,32.77568,-117.25228,Entire home/apt,6,2 baths,2,2,500,0,5,f,0.06
17879506,113421970,99%,98%,f,65,Ocean Beach,32.74772,-117.25105,Entire home/apt,4,1 bath,1,2,361,11,4.75,t,1.32
17879507,113421970,99%,98%,f,65,Ocean Beach,32.75268,-117.24747,Entire home/apt,5,1.5 baths,2,3,323,10,4.47,t,1.08
18210356,123448817,50%,100%,f,1,Torrey Pines,32.88384,-117.24623,Entire home/apt,6,3 baths,3,3,695,2,5,f,0.06
16859080,41853439,100%,77%,t,3,Pacific Beach,32.79166,-117.25528,Private room,4,1 private bath,,2,756,2,4.5,f,0.18
16859530,57675417,100%,100%,t,4,Mission Bay,32.77561,-117.25106,Private room,6,1 private bath,1,3,116,96,4.84,t,6.03
18210664,113421970,99%,98%,f,65,Ocean Beach,32.749,-117.24607,Entire home/apt,5,1 bath,2,3,184,12,4.24,t,1.15
18211461,9624153,100%,97%,f,41,Mission Bay,32.79242,-117.23344,Entire home/apt,8,3 baths,3,5,450,0,5,f,0.06
17879508,113421970,99%,98%,f,65,Ocean Beach,32.75334,-117.24769,Entire home/apt,8,1.5 baths,3,4,397,14,4.46,t,1.75
17879509,113421970,99%,98%,f,65,Ocean Beach,32.74721,-117.25197,Entire home/apt,10,2 baths,3,5,577,12,4.67,t,0.86
16871957,8735628,95%,98%,t,36,Mission Bay,32.7733,-117.25034,Entire home/apt,8,2 baths,3,5,396,37,4.82,t,0.94
17879510,113421970,99%,98%,f,65,Ocean Beach,32.74714,-117.25199,Entire home/apt,6,1 bath,2,5,362,11,4.41,t,0.97
18224856,35081234,25%,20%,f,1,Wooded Area,32.7258,-117.25677,Entire home/apt,12,4 baths,6,9,1700,1,5,f,0.13
16872211,8735628,95%,98%,t,36,Mission Bay,32.77323,-117.25046,Entire home/apt,11,2 baths,4,6,545,6,4.86,t,0.37
17879512,113421970,99%,98%,f,65,Ocean Beach,32.74747,-117.25283,Entire home/apt,4,1 bath,1,1,260,17,4.47,t,1.46
16872314,19799180,90%,99%,t,1,South Park,32.72042,-117.12774,Entire home/apt,2,1 bath,1,1,71,69,4.85,t,4.89
17889020,67788873,100%,71%,f,1,Midtown,32.74999,-117.15114,Entire home/apt,2,1 bath,1,1,115,3,4.8,f,0.2
18239114,126006739,100%,100%,f,1,Mira Mesa,32.90122,-117.1183,Entire home/apt,3,1 bath,1,2,80,1,4.92,f,2.41
18253095,126146232,90%,97%,t,2,Wooded Area,32.71536,-117.24784,Entire home/apt,2,1 bath,,1,121,37,4.88,f,3.69
18569911,82580264,100%,80%,f,2,University City,32.86687,-117.22216,Private room,1,1 shared bath,1,1,45,1,4.81,f,0.84
18272056,7058759,80%,85%,f,2,Normal Heights,32.76492,-117.12078,Entire home/apt,10,2 baths,3,5,329,34,4.89,f,4.63
17894053,6979439,100%,100%,t,1,North Hills,32.73878,-117.11657,Entire home/apt,4,1 bath,1,2,172,33,4.95,t,2.52
17906816,90031206,100%,97%,f,2,Alta Vista,32.69436,-117.08065,Private room,2,1 shared bath,1,1,37,48,4.58,t,4.12
18276813,54208652,N/A,75%,f,1,Del Mar Heights,32.93514,-117.2537,Entire home/apt,7,2 baths,2,4,352,4,4.94,f,0.27
18570091,195059363,N/A,N/A,f,1,Loma Portal,32.73994,-117.24085,Entire home/apt,2,1 bath,,2,250,0,4.8,t,1.32
18292868,113250858,99%,99%,f,4,Core,32.71806,-117.1593,Entire home/apt,2,1 bath,,1,132,56,4.63,t,4.57
17910989,92056919,100%,89%,t,4,Balboa Park,32.7182,-117.13975,Private room,2,1 private bath,1,1,76,58,4.93,f,5.29
18582063,22208827,100%,100%,t,6,Rancho Penasquitos,32.96937,-117.16209,Entire home/apt,2,1 bath,1,1,62,3,4.91,f,0.38
17928745,122942859,N/A,0%,f,1,North Hills,32.74585,-117.13322,Entire home/apt,3,1 bath,1,3,97,0,4.87,f,1.6
18585400,6587293,100%,100%,t,7,Little Italy,32.72566,-117.16772,Entire home/apt,3,1 bath,1,1,160,78,4.76,f,6.49
18296112,5710015,100%,92%,f,2,University City,32.86627,-117.21016,Private room,2,1.5 shared baths,1,1,125,14,4.54,f,0.88
18304957,2612268,100%,91%,f,6,Cortez Hill,32.72181,-117.15676,Entire home/apt,4,1 bath,2,2,469,1,4.85,f,0.45
18595182,122134451,100%,95%,f,1,Clairemont Mesa,32.81042,-117.18325,Private room,2,1 shared bath,1,1,99,48,4.89,f,2.02
18311952,41102516,100%,100%,f,2,Marina,32.70945,-117.16227,Entire home/apt,4,2 baths,2,2,130,1,5,f,0.15
17936687,43388581,25%,0%,f,1,Pacific Beach,32.80424,-117.23755,Entire home/apt,4,1.5 baths,2,3,143,0,5,f,0.02
18597578,80785507,100%,99%,t,1,Oak Park,32.74122,-117.07508,Entire home/apt,2,1 bath,,1,89,59,4.98,f,5.26
17937346,123024385,100%,100%,t,0,Ocean Beach,32.73963,-117.24647,Entire home/apt,2,1 bath,,1,225,20,4.97,f,0.72
17960567,80938027,100%,100%,t,6,Balboa Park,32.7413,-117.14936,Entire home/apt,6,1 bath,2,2,205,43,4.89,t,3.8
19101489,133409997,100%,100%,t,1,Yosemite Dr,32.64802,-116.95083,Entire home/apt,2,1 bath,1,1,78,78,4.95,f,5.64
18314266,72819083,100%,99%,t,14,Marina,32.71057,-117.16243,Entire home/apt,6,1 bath,1,1,239,29,4.94,t,1.71
18328781,68912498,100%,98%,t,5,Ocean Beach,32.75403,-117.25067,Entire home/apt,3,1 bath,1,1,200,52,4.81,f,3.86
18598611,32072654,100%,100%,t,1,Mission Bay,32.78873,-117.25414,Entire home/apt,2,1 bath,1,1,172,54,4.82,f,5.71
18329096,68912498,100%,98%,t,5,Ocean Beach,32.75394,-117.25175,Entire home/apt,4,1 bath,1,1,190,46,4.81,f,3.41
18332138,8875994,100%,100%,t,20,Balboa Park,32.71378,-117.14493,Entire home/apt,2,1 bath,1,1,119,5,4.78,f,0.38
19101686,13541351,100%,56%,t,3,North Hills,32.74399,-117.13522,Entire home/apt,2,1 bath,,1,130,0,4.8,f,0.08
18600641,31817984,100%,100%,t,7,Balboa Park,32.71695,-117.13739,Entire home/apt,6,2 baths,2,3,153,59,4.8,t,4.54
19121765,109795204,80%,87%,f,3,Gaslamp Quarter,32.71435,-117.16051,Entire home/apt,6,1 bath,2,4,336,9,4.69,f,1.44
19122601,80938027,100%,100%,t,6,Midtown,32.74178,-117.15042,Entire home/apt,6,2 baths,2,3,202,52,4.85,t,2.91
19123010,37132023,100%,97%,t,5,Midtown,32.74549,-117.15209,Entire home/apt,4,1 bath,2,2,145,72,4.79,f,3.93
19135157,5619197,55%,35%,f,6,La Jolla,32.84577,-117.27321,Entire home/apt,8,3 baths,4,6,596,32,4.84,f,1.31
18332546,59080450,100%,90%,t,2,North Hills,32.75482,-117.13204,Private room,2,1 shared bath,1,1,72,25,4.81,f,1.88
18343089,126797466,100%,93%,t,2,Loma Portal,32.74082,-117.22955,Entire home/apt,3,1 bath,,2,179,17,4.93,t,2
18631523,128714395,100%,100%,t,3,Roseville,32.72255,-117.23208,Entire home/apt,4,1 bath,1,1,189,24,4.96,t,1.12
19138010,388525,100%,98%,t,1,Kensington,32.77109,-117.10886,Private room,1,1 private bath,1,1,84,21,4.91,f,0.93
19144327,132246683,100%,84%,t,2,Memorial,32.70399,-117.1366,Entire home/apt,2,1 bath,1,1,57,0,4.84,f,1.91
18632303,128714395,100%,100%,t,3,Midtown District,32.72176,-117.23131,Entire home/apt,4,1 bath,1,1,186,36,4.97,t,1.9
18348754,26276925,100%,100%,f,2,East Lake,32.65234,-116.97338,Entire home/apt,2,1 bath,,1,90,4,4.67,t,0.29
18637804,796593,100%,91%,f,13,San Carlos,32.8034,-117.05096,Entire home/apt,6,2 baths,2,3,130,0,5,f,0.08
19145602,70178280,89%,85%,f,0,North Hills,32.75739,-117.13548,Entire home/apt,6,2 baths,2,2,184,4,4.88,f,0.56
18646695,118282318,100%,99%,t,6,Pacific Beach,32.79993,-117.23304,Entire home/apt,4,1 bath,1,1,130,76,4.95,t,6.11
19153875,28321485,100%,100%,t,3,Midtown,32.74376,-117.16829,Private room,2,1 private bath,1,1,113,43,4.91,t,2.55
19155805,113250858,99%,99%,f,4,Cortez Hill,32.71982,-117.15797,Entire home/apt,2,1 bath,,1,194,80,4.71,t,6.21
19161366,50603993,100%,99%,f,30,Mission Bay,32.78527,-117.25345,Entire home/apt,4,1 bath,1,1,175,4,4.25,t,0.33
18358569,19652072,100%,100%,t,3,Bay Ho,32.83641,-117.21915,Private room,1,1 shared bath,1,1,53,37,4.9,f,2.45
18374391,56112579,100%,100%,f,2,La Jolla,32.82849,-117.27496,Entire home/apt,6,3 baths,3,4,550,2,4.88,t,0.26
18647880,64646820,100%,70%,t,129,Midtown,32.73852,-117.1599,Private room,4,1 private bath,1,2,169,0,,f,
18378975,109520768,100%,99%,f,4,Bay Terrace,32.6958,-117.03392,Entire home/apt,7,2 baths,3,5,400,9,4.37,t,0.32
18387948,95268839,100%,95%,t,7,Pacific Beach,32.79588,-117.24807,Entire home/apt,2,1 bath,,1,145,4,4.92,f,1.18
18667318,61165609,67%,0%,f,2,Otay Ranch,32.62476,-116.95982,Entire home/apt,5,2.5 baths,3,3,239,0,4.54,f,0.42
18393955,40962219,100%,98%,t,1,Mission Bay,32.78332,-117.25099,Entire home/apt,6,1 bath,2,3,538,33,4.97,t,3.24
19163294,48620889,100%,99%,t,1,North Hills,32.73422,-117.13137,Entire home/apt,4,1 bath,,1,112,67,4.9,t,6.13
19176816,134117679,100%,96%,t,2,University City,32.84956,-117.21452,Private room,2,1 private bath,1,1,125,25,4.98,t,1.43
18670784,38288010,100%,99%,t,4,Mission Bay,32.76128,-117.25096,Entire home/apt,2,1 bath,,1,205,42,4.83,t,3.25
18408419,127458846,100%,100%,f,1,East Village,32.71171,-117.15227,Entire home/apt,6,2 baths,2,2,122,0,4.79,t,3.84
18671654,129771913,100%,100%,t,1,Allied Gardens,32.79515,-117.08531,Private room,4,1 private bath,1,1,100,54,4.96,f,3.16
18411833,171182659,N/A,N/A,f,18,Mission Bay,32.77783,-117.25229,Entire home/apt,10,3 baths,3,6,671,16,4.95,t,1
18412175,16257614,100%,98%,t,1,Pacific Beach,32.79762,-117.25305,Entire home/apt,6,1 bath,2,3,443,33,4.92,t,1.81
18415873,5959985,0%,0%,f,1,Core,32.71568,-117.15503,Entire home/apt,6,27.5 baths,2,2,179,0,3,f,0.04
18416153,12932235,100%,50%,f,2,Old Town,32.75518,-117.15972,Entire home/apt,3,2 baths,2,2,115,3,4.88,f,0.18
19181160,18943587,100%,99%,t,4,Midtown,32.74665,-117.15093,Entire home/apt,4,2 baths,2,2,260,55,4.98,f,3.65
19183397,65776540,95%,96%,f,7,North Hills,32.74756,-117.14151,Entire home/apt,6,1 bath,2,2,213,13,4.69,t,1.05
19194937,16999041,100%,89%,f,3,Balboa Park,32.7156,-117.14331,Private room,1,1.5 shared baths,1,1,100,2,5,f,0.28
18675013,98113671,100%,97%,t,2,Serra Mesa,32.80902,-117.14196,Private room,2,1 private bath,1,1,51,8,4.99,f,1.32
19197972,125444529,100%,100%,t,34,North Hills,32.75257,-117.13152,Entire home/apt,4,1 bath,1,2,170,67,4.84,t,4.25
18417805,90563664,100%,97%,t,12,Ocean Beach,32.75437,-117.25115,Entire home/apt,6,1 bath,1,2,330,40,4.86,t,2.24
18417872,9522814,100%,100%,t,2,Cortez Hill,32.72185,-117.16306,Private room,1,1 shared bath,1,1,80,4,4.88,f,1.32
18687288,22625823,N/A,N/A,f,2,Mission Bay,32.78939,-117.25368,Entire home/apt,10,2.5 baths,3,5,995,5,4.87,f,0.51
18426407,34231447,100%,97%,t,1,Midtown,32.74485,-117.1667,Entire home/apt,8,2 baths,3,4,391,43,4.88,f,4.03
19198126,29343672,100%,94%,t,2,Encanto,32.71947,-117.05585,Entire home/apt,10,3 baths,4,7,305,7,4.54,f,1.16
19199935,125444529,100%,100%,t,34,North Hills,32.75263,-117.13151,Entire home/apt,4,1 bath,1,2,167,49,4.85,t,3.65
19205505,134370745,100%,94%,t,1,Mission Bay,32.78564,-117.2537,Entire home/apt,6,2 baths,2,2,281,26,4.93,f,1.45
19227748,134605844,100%,83%,f,1,Sunbow,32.6082,-117.02667,Private room,2,1 shared bath,1,1,85,18,4.74,f,1.22
18429034,24234757,100%,96%,t,2,Ocean Beach,32.74216,-117.25275,Entire home/apt,6,2 baths,2,5,593,12,4.96,f,1.82
18688484,129908841,N/A,96%,t,1,Pacific Beach,32.80154,-117.24984,Entire home/apt,2,1 bath,1,2,280,21,4.99,f,3.2
18429063,1028043,91%,79%,f,44,Mission Bay,32.7892,-117.2381,Entire home/apt,3,1 bath,1,1,182,11,4.44,f,0.53
18690840,18943587,100%,99%,t,4,Midtown,32.74806,-117.15144,Entire home/apt,2,1 bath,1,2,161,82,4.96,f,5.19
18728885,1105249,100%,100%,f,16,East Village,32.71479,-117.15339,Entire home/apt,2,1 bath,1,1,122,25,4.6,t,3.09
18430556,86879639,N/A,100%,t,1,Allied Gardens,32.79509,-117.08816,Entire home/apt,4,1 bath,1,1,121,9,4.96,t,4.15
18734309,123652135,100%,73%,f,1,Pacific Beach,32.79783,-117.25619,Entire home/apt,5,1 bath,2,3,257,7,4.89,f,0.32
18431774,7508417,100%,93%,t,1,Mission Bay,32.77448,-117.25191,Entire home/apt,6,1 bath,2,2,317,21,4.93,f,1.63
18445423,8875994,100%,100%,t,20,Balboa Park,32.71747,-117.13793,Entire home/apt,3,1 bath,1,2,143,3,4.82,f,0.64
19246145,127898578,100%,100%,t,3,North City,32.95193,-117.24183,Entire home/apt,4,2 baths,2,2,650,0,5,f,0.02
18734721,1105249,100%,100%,f,16,East Village,32.71348,-117.1531,Entire home/apt,2,1 bath,,1,145,35,4.56,t,2.99
19247885,773616,100%,100%,t,3,Normal Heights,32.7574,-117.12053,Entire home/apt,4,1 bath,2,3,133,45,4.9,t,4.43
18447066,39267987,N/A,N/A,f,1,Bay Park,32.79287,-117.20516,Private room,1,1 private bath,1,1,300,0,5,f,0.02
18449773,95495495,100%,100%,f,2,University City,32.85204,-117.21708,Private room,2,1.5 shared baths,1,1,129,14,4.97,t,1.11
18752488,9287441,100%,100%,f,1,Bay Ho,32.81386,-117.20296,Entire home/apt,4,1 bath,2,2,237,3,4.97,f,0.59
18459385,127993531,100%,33%,f,3,Del Mar Heights,32.9371,-117.25217,Entire home/apt,5,2.5 baths,2,2,170,0,5,f,0.05
18753841,1028043,91%,79%,f,44,Mission Bay,32.7898,-117.23842,Entire home/apt,3,1 bath,,3,178,9,4.58,f,0.97
18477217,128170226,100%,99%,t,1,La Jolla,32.81,-117.25624,Entire home/apt,2,1 bath,1,1,128,54,4.9,f,3.78
19251349,63410221,100%,100%,t,1,Roseville,32.73023,-117.23037,Entire home/apt,14,4 baths,6,5,900,3,4.99,t,2.27
18489312,41199184,100%,100%,t,2,Mission Bay,32.80129,-117.21501,Entire home/apt,2,1 bath,,1,143,13,4.87,t,0.62
18753894,130475208,100%,100%,t,0,Mission Bay,32.77372,-117.25196,Entire home/apt,6,1 bath,2,3,439,26,4.79,f,1.32
18504051,124106015,100%,100%,t,2,North Hills,32.73601,-117.13286,Entire home/apt,4,1 bath,1,2,145,55,4.91,f,4.68
19252903,80374105,N/A,100%,t,1,La Jolla,32.8486,-117.24048,Entire home/apt,2,1 bath,1,1,198,16,4.99,f,1.26
19263256,26141,100%,97%,t,3,Bay Park,32.79205,-117.19238,Entire home/apt,2,1 bath,1,2,83,43,4.93,t,4.29
18509505,128473190,86%,100%,t,1,Loma Portal,32.74725,-117.23832,Entire home/apt,9,1 bath,2,3,338,8,4.85,t,1.49
18768886,130602591,100%,87%,t,0,Mission Bay,32.78065,-117.25287,Entire home/apt,8,3 baths,3,5,500,31,4.95,f,0.71
18511812,50072758,100%,100%,f,3,Mission Bay,32.7747,-117.25144,Entire home/apt,2,1 bath,1,2,249,59,4.77,f,4.07
18516541,190855829,100%,100%,t,2,Bario Logan,32.69584,-117.13666,Entire home/apt,4,1 bath,1,2,134,94,4.76,t,4.86
18518335,75126935,100%,98%,t,4,Mira Mesa,32.92451,-117.14908,Private room,2,1 bath,1,1,500,0,4.82,t,0.96
19271766,71558388,100%,89%,t,2,La Jolla,32.82223,-117.2731,Entire home/apt,10,3 baths,4,7,1470,13,4.89,f,0.64
18777754,18943587,100%,99%,t,4,Midtown,32.74784,-117.15292,Entire home/apt,2,1 bath,1,1,151,66,4.96,f,4.95
18789814,756953,100%,100%,f,1,West University Heights,32.75946,-117.14135,Entire home/apt,3,1 bath,1,2,109,35,4.78,t,4.1
18520426,54314592,100%,99%,f,1,North Hills,32.76517,-117.13768,Entire home/apt,4,1.5 baths,2,3,144,38,4.92,f,2.51
18790364,114838819,95%,98%,f,25,Ocean Beach,32.75147,-117.24985,Entire home/apt,12,3 baths,4,8,652,37,4.57,f,2.54
19273736,7478348,100%,60%,f,1,La Jolla,32.86114,-117.25381,Entire home/apt,12,7.5 baths,6,10,5000,4,5,f,0.48
18793424,128459749,100%,100%,f,1,North Clairemont,32.82266,-117.19817,Entire home/apt,6,2 baths,3,3,296,4,4.74,t,1.77
19277298,133182632,N/A,0%,f,1,North Hills,32.75723,-117.12981,Private room,2,1 private bath,1,1,60,0,5,f,0.07
19287674,76537565,100%,98%,t,3,Mission Bay,32.76724,-117.25111,Entire home/apt,5,1 bath,2,3,168,0,4.6,t,0.42
19288367,76537565,100%,98%,t,3,Mission Bay,32.76573,-117.25048,Entire home/apt,11,2 baths,4,6,1039,0,4.96,t,0.43
19306128,127898578,100%,100%,t,3,North City,32.95146,-117.24279,Private room,2,1 private bath,1,1,155,18,5,f,0.44
19310222,122873018,100%,100%,t,7,Pacific Beach,32.80549,-117.24371,Entire home/apt,3,1 bath,,2,211,107,4.97,t,7.35
19310636,2385909,100%,97%,t,5,Moreno Mission,32.76601,-117.19072,Entire home/apt,4,1 bath,1,2,159,67,4.79,f,4.38
18524586,57022073,100%,95%,t,1,Kensington,32.767,-117.10155,Entire home/apt,4,1 bath,2,2,126,37,4.96,f,2.29
18524960,805954,N/A,100%,t,2,Park West,32.72589,-117.15965,Entire home/apt,3,1 bath,1,1,119,13,4.92,f,3.28
18528980,128635953,100%,98%,f,2,La Jolla,32.83032,-117.274,Entire home/apt,10,3 baths,5,7,731,6,4.8,f,0.49
18543194,128714395,100%,100%,t,3,Roseville,32.72171,-117.23252,Entire home/apt,3,1 bath,1,2,189,0,5,t,0.04
18809932,130954997,50%,32%,f,16,Balboa Park,32.71917,-117.13725,Entire home/apt,2,1 bath,1,1,181,0,5,f,0.02
19314592,5100720,100%,100%,f,1,North Hills,32.7533,-117.13765,Entire home/apt,4,1 bath,2,2,169,33,4.8,t,2.37
19315104,38288010,100%,99%,t,4,Mission Bay,32.76135,-117.25326,Entire home/apt,2,1 bath,,1,200,38,4.92,t,3.45
19315429,18111877,N/A,N/A,f,2,Midtown,32.74727,-117.16159,Private room,2,1 private bath,1,1,111,0,5,f,0.02
19316893,135297578,100%,100%,f,1,Mission Bay,32.78222,-117.25358,Entire home/apt,6,2 baths,3,3,490,1,4.75,f,0.07
18823465,126149371,100%,100%,t,3,Mission Bay,32.77987,-117.25241,Entire home/apt,6,1 bath,2,2,264,55,4.89,f,2.31
18544040,3321906,100%,98%,t,1,La Jolla,32.85603,-117.25257,Entire home/apt,2,1 bath,1,1,155,67,4.88,f,4.45
18825517,10356250,90%,62%,f,2,Clairemont Mesa,32.83435,-117.17905,Private room,1,1 shared bath,1,1,58,5,4.81,f,0.53
18826729,39855227,100%,100%,t,1,Old Town,32.75517,-117.19581,Entire home/apt,4,1 bath,1,2,185,29,4.95,f,2.09
18545435,57531575,100%,99%,f,3,Moreno Mission,32.77398,-117.20065,Private room,5,1 private bath,1,3,75,37,4.78,t,2.77
18551022,6562617,100%,99%,t,1,Pacific Beach,32.79964,-117.25842,Entire home/apt,4,1 bath,1,2,222,68,4.85,f,3.66
18553393,5710015,100%,92%,f,2,University City,32.86732,-117.21088,Private room,2,1.5 shared baths,1,1,105,4,4.42,t,0.58
19318161,20411880,100%,77%,t,2,Torrey Pines,32.93324,-117.25415,Entire home/apt,2,1.5 baths,1,1,179,21,4.85,f,1.46
19347379,135568005,100%,99%,t,2,Ocean Beach,32.74304,-117.25327,Entire home/apt,1,1 bath,1,1,123,49,4.93,f,5.39
18827034,3045132,100%,78%,t,0,Balboa Park,32.72845,-117.13152,Entire home/apt,2,1 bath,1,1,95,6,4.9,f,0.48
19355966,135648009,100%,100%,f,1,Rolling Hills Ranch,32.67092,-116.94197,Entire home/apt,4,1 bath,1,1,104,30,4.87,t,2.11
19364618,55287801,99%,99%,f,18,Cortez Hill,32.71956,-117.15901,Entire home/apt,6,1 bath,,3,181,28,4.75,f,2.34
18830416,12747680,90%,64%,f,1,Serra Mesa,32.78579,-117.13137,Entire home/apt,3,2.5 baths,3,6,697,2,5,f,1.4
19365167,413179218,N/A,N/A,f,13,Pacific Beach,32.7982,-117.25643,Private room,3,3 shared baths,1,2,171,9,4.63,t,0.82
18563929,11547990,90%,95%,t,4,Grant Hill,32.70976,-117.14575,Entire home/apt,2,1 bath,1,1,76,39,4.85,f,3.36
19658089,138389083,96%,98%,f,6,Core,32.71814,-117.15878,Entire home/apt,2,1 bath,,1,202,87,4.62,t,5.98
18840572,131212884,100%,98%,t,8,Rancho Penasquitos,32.96402,-117.11396,Entire home/apt,3,1 bath,1,2,107,18,4.83,f,2.24
19661225,3720415,100%,96%,t,0,Bay Ho,32.82407,-117.2107,Private room,2,1 private bath,1,1,83,25,4.92,t,1.93
19381741,135858375,100%,100%,t,2,Loma Portal,32.74443,-117.2405,Entire home/apt,2,1 bath,1,1,144,48,4.8,t,2.32
19384122,35672112,100%,99%,f,7,La Jolla,32.82998,-117.27559,Entire home/apt,6,1 bath,2,3,413,10,4.62,t,0.9
18840972,122352522,100%,99%,t,2,La Jolla,32.84015,-117.27228,Entire home/apt,3,1 bath,1,2,150,52,4.93,t,3.87
19385724,171182659,N/A,N/A,f,18,La Jolla,32.82918,-117.27292,Entire home/apt,2,1 bath,,1,101,20,4.14,t,1.47
19389715,5436910,81%,48%,f,18,Carmel Valley,32.94633254,-117.2138189,Entire home/apt,8,3 baths,5,6,349,0,2,f,0.02
19433183,2784701,100%,95%,t,1,North Hills,32.7434,-117.12899,Entire home/apt,2,1 bath,,1,172,25,4.97,f,1.6
19663189,95984465,100%,90%,t,4,Clairemont Mesa,32.80705,-117.19024,Entire home/apt,8,2 baths,3,3,321,11,4.88,f,0.94
19663353,590540,100%,100%,t,2,Midtown,32.74183,-117.15908,Private room,2,1 private bath,1,1,75,9,4.93,f,3.28
19663998,118282318,100%,99%,t,6,Pacific Beach,32.80011,-117.23235,Entire home/apt,4,1 bath,1,1,149,40,4.9,t,5.08
18841174,29990718,100%,100%,t,16,Cortez Hill,32.72218,-117.15644,Entire home/apt,2,1 bath,1,1,234,27,4.79,f,2.59
18859401,18414216,96%,99%,f,15,Midtown,32.7429,-117.18036,Entire home/apt,8,1 bath,3,3,204,23,4.83,t,3.07
19665066,5382023,100%,99%,t,4,Ocean Beach,32.75298,-117.25098,Entire home/apt,4,1 bath,1,1,295,40,4.91,f,2.42
18871499,125286291,N/A,17%,f,6,Marina,32.71403,-117.17112,Entire home/apt,4,2 baths,2,2,200,1,1,f,0.18
19674833,138547343,100%,96%,t,3,Bario Logan,32.69719,-117.13852,Entire home/apt,4,1 bath,2,2,155,28,4.85,f,2.1
18872942,122352522,100%,99%,t,2,La Jolla,32.83884,-117.27403,Entire home/apt,4,1 bath,2,2,206,52,4.93,f,4
18873104,65943955,100%,98%,f,1,Pacific Beach,32.80367,-117.25297,Entire home/apt,4,2 baths,2,2,171,55,4.8,f,4.64
19682919,100416844,100%,97%,t,1,Ocean Beach,32.75175,-117.24881,Entire home/apt,6,1 bath,2,3,288,41,4.76,t,2.51
19434086,9251032,100%,96%,t,1,Midtown District,32.75032,-117.20205,Private room,6,2 shared baths,3,3,159,16,4.96,f,1.24
19434696,94845701,100%,98%,t,1,La Jolla,32.81789,-117.26944,Entire home/apt,2,1 bath,1,1,275,66,4.99,f,4.92
18879302,37148046,100%,100%,f,1,Pacific Beach,32.80657,-117.23999,Entire home/apt,5,1 bath,2,2,189,56,4.96,t,2.7
19440397,84923805,N/A,0%,f,1,North Hills,32.75976,-117.13766,Private room,2,2 shared baths,1,1,99,0,4.87,f,0.39
19473878,11137577,100%,96%,f,5,San Ysidro,32.56649,-117.05317,Private room,1,1 shared bath,1,1,50,6,4.7,f,0.17
